text,sentiment,category
"Isreal War: How much money has America spent on the attack against Iran? | Udayavani - Latest Kannada News, Udayavani Newspaper",1,Business
"It's fun to sink Iranian ships instead of capturing them!: Trump's controversial statement Udayavani - Latest Kannada News, Udayavani Newspaper",1,Business
Oil Prices: Risk of inflation due to rise in oil prices… but these sectors may win lottery - rising crude oil prices may fuel inflation but create opportunities for select sectors axis securities kedia advisory,1,Economy
Surge in India swap rates muddies rate signals amid global turmoil,1,Business
India Inflation Impact from Oil Price Rise Not Major : Sitharaman,1,Economy
"Hormuz crisis: Aluminum prices soar, global market worried Hormuz crisis: Aluminum prices jumps, global market concerns",0,Market
"Emerging markets race : Vietnam gains ground as India rupee , markets weigh on ranking",1,Market
"Crude Oil Price Hike : Israel - Iran War Impact on Share Market | Mineral oil at $120, stock market hurt",1,Market
"30 lakh crores disappeared from India, loss of 13 lakh crores in one day",0,Business
Higher oil prices limit monetary policy maneuvers in developing Asia,1,Policy
"RBI Interest Rate Cut News | Nomura forecast: Inflation to rise, interest rate cut avoided",1,Economy
"Global crisis is increasing due to Iran war, what are the biggest challenges before India?",0,Business
No substantial impact of crude surge on inflation : Finance minister Nirmala Sitharaman,0,Economy
"Iran war could widen India CAD if crude prices stay elevated , warn analysts",1,Business
"Banks shielded , oil spike may hurt : Moody - The Times of India",1,Finance
Gold demand surges as Middle East war pushes investors toward safe havens,1,Business
Soaring swap rates in India blur monetary signals amid global tumult,1,Business
"High prices of oil, gas and chemicals due to the war affected India's textiles, petrochemicals and fertilizer production.",1,Business
"Nilesh Shetty turns cautious on India , but is loading up on IT stocks at COVID - level calculations",1,Market
"Global Energy Crisis, Asian Central Banks are in a pinch",0,Finance
Does it make sense to buy a Rs 1 - crore health insurance policy ?,1,Policy
"West Asia war could impact demand and hurt the Indian economy , says Moody",1,Business
"Iran war may dent India growth story , says Moody",1,Business
"Amid the situation in the Middle East, gold’s soul remains uncertain. Two factors assist gold prices to rebound | Finance | Oriental Net Oriental Daily Malaysia",1,Business
"Supply woes , higher oil prices may hit growth , fuel inflation : Economists",1,Economy
"Bonds slip 3 bps as crude cools after , traders cautious",1,Business
8th Pay Commission Salary Hike: Will there be an annual 6 percent salary hike under the 8th Pay Commission? What are the major demands made by the government employees? - Marathi News | 8th Pay Commission 6 Percent Annual Salary Hike Aituc Demands Central Government Emplo...,1,Business
Indian urea producers shut plants as Iran war cuts LNG flows,1,Business
White House screw-up on the Strait of Hormuz benefits the dollar,1,Business
"Share Market: Mumbai stock market jumped by 500 degrees; Sensex, which has been falling for a week, finally rose - Marathi News | Sensex Rises After Week Long Fall Nifty 50 Opens Higher Why Indian Stock Market Recovered Today Aam 93",1,Market
The Iran conflict pushes the global economy into a new wave of instability,1,Business
中東戰火推升燃料成本 國泰等亞太航空業者相繼調漲票價 | 國際,1,Business
Middle East War : Global Economic Fallout,0,Business
"Iran war hits India harder than US , says expert , advises global diversification for investors",1,Business
"The increase in the price of oil, how the global economy is coping with the consequences of the conflict in Iran",1,Business
"As oil soars and stocks slide , investors in India should focus on equity yields over capital gains",1,Market
India GDP projected to grow 7 . 1 % in fiscal 2027 amid global uncertainties : Crisil Intelligence,1,Business
"Rising crude , global tensions weigh on markets : Which sectors may gain and which could struggle ?",1,Market
"Oil Price Today Hits $120 Per Barrel As Middle East Conflict Escalates ; Sensex , Nifty Plunge and Rupee Slides to Record Low - What We Know",1,Business
India urea producers shut plants as Iran war cuts LNG flows,1,Business
Geopolitical shocks trigger sharp market corrections followed by strong rebounds,1,Market
There are concerns about inflation due to rising oil prices if the suspension of traffic to Hormuz is prolonged.,0,Economy
"DA Hike Latest update merger with basic pay central govt employees need to know DA hike in 8th Pay Commission... Important to know for central employees, Business Hindi News",1,Business
Govt misleading public : SP MP on fuel concerns amid Iran - Israel war,1,Business
"Gold prices rise, dollar falls due to Trump's remarks, inflation concerns eased",1,Economy
"Shockwaves from West Asia war clouds hiring , bonus at firms with Gulf links in India",1,Business
Gulf Conflict: Crisis Awaiting Expatriates and India | Gulf conflict : The crises awaiting the diaspora and India,1,Business
America - India : America's aggression .. India in trouble,1,Business
"Flight Fare Rises: Inflation hits air travel, Air India and Air India Express increased fuel surcharge, know when will it be implemented",1,Economy
Asian stock markets: Wednesday's picture,1,Market
"oil prices in india: Crude oil crosses $114, how much is the price of petrol in your city, check today's new rate - petrol diesel price 10 march petrol price crude oil prices oil prices in indi",1,Business
"Gold Price Today: Rise in gold prices in India and abroad, know the reason for this",1,Business
"Indian stock market : 10 key things that changed for market overnight - Gift Nifty , US - Iran war , oil prices to gold rates",1,Market
Read all Latest Updates on and about Fuel Price Hike,1,Business
"Hormuz Disruption Could Trigger Oil Shock , Inflation : Expert",0,Economy
Federal Reserve Chairman nominee Warsh will meet with key members of the Senate this week _ Forex Market Observation _ Foreign Exchange _ CICC Online,1,Market
"LPG gas crisis in India will cylinder price hike further check new rate in your city Gas crisis causes outcry across the country, will LPG prices increase again? Check new rate, Business Hindi News",1,Business
Seeing red everywhere ? 40 stocks put together to buy amid Israel - Iran war,1,Market
The impact of the change in Iran's leadership on oil prices and market reaction,1,Market
"FACT , Paradeep Phosphates , Chambal Fertilisers , GSFC & others rally up to 17 %; here why",1,Business
Middle East war : global economic fallout,0,Business
油價暴衝衝擊航空業 ！ 機票會不會越來越貴 ？ 專家 ： 現在訂票最划算 | 江勳紘 | 全解析,1,Business
Why oil and gold cannot rise in price at the same time,1,Business
"Indian Rupee: Rupee strengthened by 40 paise against the dollar, what will be the impact of softening oil prices on the currency?",1,Business
Oil prices drop nearly 6 pc amid Iran war de - escalation hopes,0,Business
Asia FX Steady as Iran War Signals and U . S . Inflation Data Weigh on Sentiment,0,Economy
"Moneycontrol Pro Panorama | A sigh of relief , but what the endgame ?",1,Business
"Petrol Diesel Price Today, 11 March 2026 : Check here Maharashtra India Petrol and Diesel Price in Marathi | Petrol Diesel Price Today: Petrol cheap in some places, expensive in some places; See today's prices in your cities",1,Business
Inflation will rise in India; Why is the Modi government silent? Opponents demand discussion; Riots in Parliament,1,Economy
"Illegal Import of Onions from India, Police Name a Man from Brebes as a Suspect",1,Business
"Iran war has a strong impact on India and China, Russia benefits",1,Business
Crude oil price hike sparks double whammy for tyre companies,1,Business
The world is on alert for stagflation,1,Business
International news on March 10: MSC shipping line imposes emergency fuel surcharge | Global bonds plunge as oil prices increase sharply | Japan's real wages increased for the first time in 13 months,1,Business
"LPG Crisis Forces Restaurant Shutdowns ; Govt Invokes Essential Commodities Act , Tightens Booking Rules",0,Business
The global economy is reeling under the weight of the Iran war,1,Business
Govt will make sure economy doesnt suffer from conflict in Middle East : Kotak Mahindra AMC MD Nilesh Shah,1,Business
"From 119 to 86! Trump unleashes 20-fold harsh words, will the Hormuz crisis be temporarily resolved? _ Foreign Exchange Market Observation _ Foreign Exchange _ CICC Online",0,Market
"Oil prices fall, US dollar is expected to smooth out risk premium _ International crude oil market _ Gold Network _ CICC Online",0,Market
West Asia war threatens South Asia two lifelines remittances and energy,1,Business
"gas company shares surge adani Total jumps 17 percent Even in the storm of decline, this share of Adani is in storm, share price crossed Rs 560, Business Hindi News",0,Business
"Gold Silver price today 10 march huge jump 12774 rupees silver check sone ka aaj bhav ₹12774 Silver became costlier, stormy rise in the price of gold too, check today's price immediately, Business Hindi News",1,Business
Market cost of war in 11 days: 36 percent increase,1,Market
Crude Oil: Rise in crude oil prices will not affect the country: Sitharaman,1,Business
First  Made - in - India  bullet train to be ready soon . Check when you can book tickets for Mumbai – Ahmedabad high - speed rail,1,Business
"Portfolios of Parekh , Kothari , Agrawal , Kela decline amid US-Israel-Iran conflict",0,Business
"Govt Invokes Essential Commodities Act To Regulate Supply Of Petroleum , Natural Gas Amid Iran War",1,Business
How much will public tolerate ?: Priyanka Gandhi reiterates demand for Parliament discussion on LPG shortage,1,Business
Iran war threatens kitchens and sales of Indian QSR giants from McDonald to KFC,1,Business
"On war in West Asia , India needs to recalibrate . National interest is not at odds with core values",1,Business
"Mumbai Ahmedabad Bullet Train, Bullet train made in India will run on Mumbai-Ahmedabad route, will operate between Surat to Vapi by August 2027, read updates - bullet train run on ahmedabad mumbai route in 2027 with bharat made trainsets - Development News",1,Business
How Trump created a  nightmare scenario  for the world economy,1,Business
"india lng gas crisis 40 percent supply hit qatar iran conflict what industry impact Not only oil, but also gas crisis! Which industries will be hit, how will India meet its needs?, India News in Hindi",0,Business
"Will this RBI plan be able to stop the dollar's flight and the rupee fall? Will this RBI plan be able to stop the dollar's flight and the rupee's fall?, Business Hindi News",0,Policy
Asia staggered before the Hormuz detonator,1,Business
"Iran war's energy shock directly hits Europe and China... The United States is a net exporter of energy, burden ↓",1,Business
The Russian tanker fleet may be removed from sanctions,1,Business
"Iran War Disrupts Indian QSR Chains : McDonald , KFC Face Supply Challenges , ETRetail",1,Business
All that remains are tears and blood,1,Business
IMF: the conflict in the Middle East will lead to a crisis in the world economy,0,Business
APAC real estate investments seen strengthening in 2026 ; India among fastest - growing markets for institutional capital,1,Market
War with Iran delivers another shock to the global economy,1,Business
Oil Spill on D St : Jittery Indices Slip to 10 month Low,1,Business
"Petrol , Diesel Fresh Prices Announced : Check Rates In Major Cities On March 11 Amid Oil Supply Fears",1,Business
伊朗戰事推升油價 ， 專家示警 ： 恐衝擊台灣消費者支出,1,Business
"Your retirement math may be completely wrong in 2026 , says CA and explains why",1,Business
Jiemian Evening News | Railway investment exceeded 70 billion yuan in the first two months; the Ministry of Foreign Affairs once again issued a travel reminder for Iran and surrounding areas,1,Business
The US Democratic Party's procedural retaliation forced Iran to go to war. Will the US dollar's safe-haven sign be destroyed? _ Foreign Exchange Market Observation _ Foreign Exchange _ CICC Online,1,Market
Oil prices today live : Reeves ready to support release of reserves and issues inflation warning over US - Iran war,0,Economy
"Shaktipeeth highway red carpet for industrialists, Harshvardhan Sapkal's criticism of the grand coalition government",1,Business
"Oil prices plunge 30 pc from record high , slip below $90 a barrelThe Shillong Times",1,Business
Investors Lose ₹8 . 58 Lakh Crore in Stock Market Meltdown,1,Market
"After the attack on the Gulf countries, Iran; Defense strong in UAE and Bahrain; Strict control in Qatar",1,Business
"US - Israel war with Iran sends oil soaring , raises alarms for India Inc",1,Business
"The USA is considering easing sanctions against the oil of the Russian Federation, - mass media",1,Business
Inflation is eating your savings . Here how to beat it .,0,Economy
"Nervous rise in Asian markets amid fears of an inflationary shock - Nikkei +1, 4%, Brent at 87, 6 dollars.",1,Economy
"Gold Price may hits 2 lakh per 10 grams huge jump; Amazing rise in the price of gold, price will reach ₹ 2 lakh per 10 grams! Expert's estimate, Business Hindi News",1,Business
Conflict in the Gulf threatens markets,1,Market
Trump cancels sanctions related to oil trade with Russia: what is it about,1,Business
"Why crude oil prices fell today : Easing Iran tensions and G7 supply plans lift market sentiment BPCL , HPCL , IOC , IndiGo , paint stocks in focus",1,Market
Professor of Finance: Moving global energy prices during the coming period,1,Business
Research: The impact of the war on the Greek economy,1,Business
"Indian OMCs , GAIL face narrower buffers from prolonged Iran shock : Fitch",1,Business
The problem of oil prices in the Iran war,1,Business
How the world is changing in Iran | Lykavitos. Gr,1,Business
"Markets calm on Wednesday as Germany , Japan plan major release of oil reserves",1,Market
"$50 Oil Surge Threatens 2 % of India GDP , Expert Warns",1,Business
"Trading Day : Oil and yields up , up , and away",1,Business
FTSE 100 Live : Stocks to open lower as oil prices stabilise,1,Market
"Stock Market Crash: Stock market crashes again, Sensex in the whirlpool of decline; Investors' ₹5. Wealth worth Rs 14 lakh crore drowned - stock market crashed again sensex in a downward spiral investors lost Rs 5 14 lakh crore in wealth",1,Market
"Oil prices plunge 30 pc from record high , slip below $90 a barrel",1,Business
War in Iran - US loosens sanctions against Russian oil,1,Business
Law firms field force majeure queries as war sets off panic,1,Business
Conflict in the Gulf threatens global markets,1,Market
Rally in the oil market,1,Market
Gulf conflict threatens energy prices and global markets,1,Market
"Global oil inventories at five - year low , Saudi Aramco warns of risks if Middle East conflict continues",1,Business
"Oil prices increased, some countries proposed a 4-day working week, and limited travel",1,Business
ONGC shares slips on board reshuffle as crude oil headwinds & global tensions,1,Business
"Air ticket prices have skyrocketed, making it difficult to get a ticket on the China-Europe route - Huxiu.com",1,Business
"Crude Oil Gains 3 %; US Inflation Holds Steady At 2 . 4 % - Actelis Networks ( NASDAQ : ASNS ), The Campbell ( NASDAQ : CPB )",1,Economy
Strait of Hormuz unknown: impact on chemistry and pipes,1,Business
Markets today : Wall Street ticks up modestly,1,Market
"US - Iran Conflict Wipes Out Rs 70 , 000 Cr From LIC Portfolio",1,Business
"Sensex Today | Stock Market Live : Sensex up 300 pts , Nifty above 24 , 100 ; auto , pharma shine , IT drags",1,Market
Wall Street ticks up modestly as investors await release of oil reserves,1,Business
Three stocks with strong moats and pricing power to add to your watchlist,1,Market
War in Iran - US eases sanctions against Russian oil,1,Business
Made - in - India bullet train to run on Ahmedabad - Mumbai route in 2027,1,Business
"Stock market today ( March 11 , 2026 ): Nifty50 opens above 24 , 250 ; BSE Sensex near 78 , 300",1,Market
"Gas war erupts between Europe and Asia with Qatar's lng production halted, causing panic in the global market, Gas war erupts in Europe - Asia, LNG production halted in Qatar, creating panic in the global market, Business Hindi News",1,Market
Asian Stock Markets Rise as Oil Prices Pull Back ; U . S . CPI in Focus,1,Economy
From oilfield to kitchen flame : India crude oil and gas supply chain explained,1,Business
Iran underestimated by the United States - ItaliaOggi. it,1,Business
中國出口勁揚近 22 % 晶片 、 汽車 、 電子產品需求旺盛,1,Business
"Sensex falls 600 pts from day high , Nifty near 24 , 100 : Key factors behind market decline",0,Market
LPG Crisis : Maharashtra Congress Announces Statewide Protest Against Price Hike,1,Business
"Stock market is on the rise, Sensex jumped 648 points and is trading at 78, 214 - stock market is on the rise bse jumping 648 points trade 78 214",1,Market
彭博 ： 伊朗戰爭致荷莫茲海峽斷航 亞洲各國嚴陣以待 | 國際,1,Business
turning off India gas,1,Business
Oil prices | A crisis like any other?,0,Business
"Services exports , remittances may soften oil shock impact on India : Report",1,Business
"Reliance , Ambuja Cements & more : Top stocks to watch on March 10",1,Market
China exports surge in Jan - Feb despite waning trade with the US,1,Business
"Silver gold rate today 11 march big chages check latest price Big change in the rate of gold and silver today, check today's prices of gold and silver, Business Hindi News",1,Business
China exports surge in Jan - Feb despite waning trade with US,1,Business
"The U.S. Secretary of Energy’s tweet shook the market, and uncertainty dominated global financial nerves _ Futures Market Dynamics _ Futures _ CICC Online",1,Market
"Oil: in Asia, airlines adjust their prices",1,Business
"Shares to buy or sell : Ruchit Jain of Motilal Oswal recommends ABB India , Astral stock to buy today - 11 March",1,Market
"Trump announces  historic  $300 billion oil refinery in Texas , thanks  partners in India , Reliance",1,Business
Conflict between US and Iran delivers another shock to the global economy,1,Business
"Daily Voice : Prolonged Iran war may make 2026 tough for global economy , says Vikas Gupta",1,Business
"Day 11 of the war in the Middle East: Don't you want to know, what is the situation and impact?",1,Business
The aftershocks from the war in Iran are hitting the global economy,1,Business
"Bank Nifty falls 1 %; Axis Bank , ICICI Bank , HDFC Bank stocks among top Nifty losers today",0,Market
"stock market today 11 march live sensex today india share market latest updates Stock Market Today Live: How will be the share market today, what are the signs of Gift Nifty?, Business Hindi News",1,Market
"Oracle , AIE , here we go again?",1,Business
War with Iran delivers another shock to the global economy – Winnipeg Free Press,1,Business
Former minister: The price of the war in Iran will be paid by the whole world,1,Business
Anita Daukšte on fuel prices: The government has tools. But they will not be used for now,1,Business
Indian Stock Market Downturn : Cautious Buying Amidst FII Sell - off,1,Market
"War with Iran: Russia evacuates citizens, Pakistan on the brink of crisis",0,Business
"Top Marathi News Live : S . Jaishankar's call to Iran's foreign minister, what was discussed?",1,Business
Why the blockade of Hormuz could threaten the global food supply?,1,Business
Crude oil back above $90 a barrel . How elevated energy prices may impact various Indian sectors ?,1,Business
China exports surge despite waning trade with the US,1,Business
Daily Briefing : India way through the oil chokepoint ; Budget Session resumes | Live News,1,Business
"Oil is falling with the signal that the war will end - Kıbrıs Newspaper - Kıbrıs News, TRNC Last Minute and Agenda News",0,Business
How Will the Conflict in the Middle East Affect Economies in Asia and the Pacific ?,1,Business
"How vulnerable is the German economy (Die Zeit, Germany)",1,Business
"Fuel rationing , panic buying , hoarding : People across Asia brace themselves for fuel shortage amid Iran war",1,Business
FinancialContent -  Only Temporary : US Energy Secretary Chris Wright Draws Hard Line on India Russian Oil Lifeline,1,Business
The Economic Consequences of War with Iran : Oil Shock .,1,Business
"Gold , silver price prediction today ( March 11 , 2026 ): Where are gold , silver headed in the near - term amid US - Iran war tensions ?",1,Business
Oil dives $20 to below $90 / bbl in record intraday reversal as Trump signals possible end to war,1,Business
Fuel prices in Ukraine - will gasoline cost 100 hryvnia per liter?,1,Business
"U.S. researchers say the United States may really be unable to hold on any longer, with financial and military resources in short supply _ Military Channel _ China.com",1,Business
World shares are mixed as investors watch for release of oil reserves and crude heads higher,1,Business
Gold investors need to pay attention to this forecast of the World Gold Council,1,Business
Iran War Is Likely To Hit Indian Economy Hard,1,Business
Saffron and sorrow : What I learnt about grief in Iran,1,Business
Holding up half the sky on India farms,1,Business
War with Iran doing colleratal damage to global economy,1,Business
STOCK MARKET SESSION – Oil and yields soar,1,Market
"As bombs fall , gold prices rise and Poland is taking notice",1,Business
UN warns of impact of Middle East war on trade,1,Business
India CPI Inflation Rises At 3 . 21 % In February,1,Economy
"Inflation rises for fourth consecutive time! India's CPI rose to 3.21% in February, with policy space under pressure under the shadow of the energy crisis - CFi . CN China Finance Network",1,Economy
Retail inflation in the country 3 . increased to 21 percent,1,Economy
"Prolonged West Asia war could push India inflation above 5 %, economists warn",0,Economy
"India retail inflation at 3 . 21 % in February , higher than in January",0,Economy
Nomura forecasts 7 pc growth for India in FY27 despite geopolitical tensions in West Asia,1,Business
India Headline Retail Inflation Rises To 3 . 21 pc in Feb .,1,Economy
"India bonds dip , facing sustained oil rise , macro risks",1,Business
An expert warned about the gold rush: One country's move changes everything |Money,1,Business
Retail inflation rises to 3 . 21 % in February as food prices climb,1,Economy
Iran 3 War Conditions Explained : What They Could Mean For Indian Economy,1,Business
Inflation - proof businesses : Four stocks to watch as prices rise,1,Economy
How persistently high oil prices could impact India vulnerable economy,1,Business
"[Indian stock market] Signs of a surge in oil prices spread anxiety and fell... Automobile stocks ↓, Energy stocks ↑",1,Market
"ETMarkets Smart Talk | Crude at $100 could shave up to 1 % off India GDP growth , cautions Garima Kapoor",1,Market
Retail inflation in February 3. 21 %,0,Economy
Retail inflation climbs to 3 . 21 % in February,0,Economy
"Prolonged Iran war may push up food , overall inflation through energy costs : NITI Aayog Ramesh Chand",0,Economy
West Asia War : Here why RBI may keep benchmark interest rate on hold in April MPC meet,1,Policy
"No crisis on oil front as India has ample reserves , diversified imports : Govt",0,Business
Nomura Forecasts 7 % Growth for India in FY27,1,Business
伊朗危機 外銀揭亞洲經濟脆弱性 - 投資理財,1,Business
The impact of persistently expensive oil on the vulnerable Indian economy,1,Business
India Retail Inflation Accelerates to 3.21% YoY in February,0,Economy
India February retail inflation quickens to 3 . 21 % y / y,0,Economy
"Retail Inflation February: Retail inflation increased to 3 in February. At 21%, gold, silver and vegetable prices increased pressure - retail inflation rises to 3 21 pc in February pressured by gold, silver and vegetable prices",1,Economy
Iran War triggers fertiliser and food security risks for India,1,Business
"Bonds steady at the open , all eyes on RBI debt purchases",1,Policy
inflation hit again in february food inflation increased concerns cpi at 321 - Prabhasakshi latest news in hindi,1,Economy
India Modi reaches out to Iran as energy crunch fears grip the South Asian nation,1,Business
"India has no oil shortage , sufficient reserves : Centre , Delhi News in Hindi",1,Business
Induction stoves are in huge demand in the market and even Swiggy is running out of stock,1,Market
Retail inflation rose to 3 . 21 % in February - The HinduBusinessLine,0,Economy
Slight increase in retail inflation rate,1,Economy
"Pumps , pipes & pantries : The West Asia war is knocking on Indian doors",1,Business
"Heat of War in Middle East: Food Delivery Agents Confused by Shortage of Cooking Gas | Udayavani - Latest Kannada News, Udayavani Newspaper",1,Business
"Energy Edits Newsletter for March 13 , 2026 - The HinduBusinessLine",1,Business
Oil spike may hurt India less this time : DBS - The HinduBusinessLine,1,Business
America and Iran war became a hindrance in the path of economic growth,1,Business
"Stock Market: Effect of war - Stock market index down 500 points, Nifty down Udayavani - Latest Kannada News, Udayavani Newspaper",1,Market
India cooking gas crunch fuels inflation fear as Iran war widens,0,Economy
Nifty Bank falls 11 % since start of Iran - Israel war : What lies ahead ?,0,Finance
"Stock Market: Stock market index falls by more than 800 points - loss of Rs 5 lakh crore | Udayavani - Latest Kannada News , Udayavani Newspaper",0,Market
Centre May Delay Fuel Price Hikes To Avoid Voter Backlash Before Key State Polls,1,Business
Indian Stock Market: Investors lost Rs 50 lakh crore; Stock market worst performance in 15 years in first three months of 2026 - Marathi News | Indian Stock Market Worst Performance 2026 Investors Lost 50 Lakh Crore Aam 93,1,Market
"RBI unlikely to hike rates now despite crude inflation as it is supply - driven shock , not demand : Natixis Economist",0,Economy
天然氣危機比石油更恐怖 ！ 大摩最新警告 ： 亞洲3國最危險 - 財經,1,Business
BSE: Investors lost Rs 5 lakh crore; Bombay stock market is affected by war in the Middle East - Marathi News | Sensex Falls Middle East War Investors Lose 5 Lakh Crore Market Cap Aam 93,0,Market
Rupee opens 21 paise weaker at 92 . 25 per US dollar - The HinduBusinessLine,1,Business
India bonds slip as Brent tops $100 per barrel,1,Business
Country has surplus grain stocks : Officials,1,Market
Economists Say India Growth May Have Been Mis - measured for 2 Decades,1,Business
India stock benchmarks set to open lower on Mideast war ; worst week since 2024 looms,1,Market
India Strategic Oil Reserves Prevent Energy Crisis Amid Global Shocks,0,Business
Economists see crude price surge having limited impact on inflation,0,Economy
"Sensex crashes 3 , 000 points in 4 days , investors lose ₹14 lakh crore Why is the Indian stock market falling ? Explained",0,Market
"Congress is not honest towards the country, spreading rumors during times of crisis: PM Modi - congress is not honest towards the country pm modi",0,Business
"No oil crisis in India , govt says ; Rs 30 , 000 crore LPG subsidy approved for oil PSUs",0,Business
Retail inflation rises to 3 . 21 per cent in February compared to 2 . 74 per cent in January : Govt data,1,Economy
Editorial . Dry run - The HinduBusinessLine,1,Business
"Could the West Asia conflict drag Nifty 50 down to 22 , 000 ?",1,Business
Inside India newsletter : Iran war set to determine India trade route to Europe,1,Business
"Air freight rates soar due to Middle East conflict, South Asia-Europe 70% higher due to inflationary pressures",0,Economy
Asian Currencies Tumble as Indian Rupee Hits Record Low Amid Oil Market Turmoil,1,Market
"Global markets entering change of eras , but India ticking boxes for FII return : Mirae Swarup Mohanty",1,Market
"Sensex , Nifty extend losses for third day as crude near $100 , weak global cues weigh ; banks , IT drag",0,Finance
"War - struck rupee : If the oil shock persists , India will need to widen its crisis response toolkit",0,Business
ExplainSpeaking : Understanding the  discrepancie in India new GDP data | Explained News,1,Business
"Air travel will be expensive, after Air India, now IndiGo has also introduced fuel surcharge",1,Business
"Crude oil surge may trigger paint price hikes ; analysts bullish on Asian Paints , Berger Paints",1,Business
Nifty Slips 170 Points ; Sensex Down 500 Points Amid Geopolitical Tensions,1,Business
Rupee hits all-time low against dollar as tensions in Middle East affect India,1,Business
War in West Asia hits India kitchens : Why the government should immediately address LPG anxiety,1,Business
"Gold , Silver Prices Fall Today : Check 22K And 24K Rates In Delhi , Mumbai , Other Cities On March 12",0,Business
"India market  relatively resilient  compared to its Asian peers as energy , supply shocks loom amid West Asia conflict , says Natixis economist",1,Market
The Indian rupee falls to a new record after the oil crisis pushes oil prices up to put pressure on the economy.,0,Business
Gold loses sheen as dollar gains strength - The HinduBusinessLine,1,Business
"Despite crude oil inflation, RBI may not be able to increase interest rates immediately. Despite crude oil inflation, RBI will not be able to increase interest rates immediately, Business Hindi News.",1,Economy
"Impact of Iran-Israel war on India: Huge shortage of LPG, hotels and restaurants on the verge of closure.",1,Business
Boiling crude pushed inflation forecast up to 4 . 5 % for FY 27,0,Economy
Jefferies raises Airtel target,1,Business
Indian Economy To Grow By 7 . 1 % In FY27 Despite Global Uncertainty : Crisil,1,Business
"Iran war , stock impact : Winners & losers of ongoing energy shock",1,Market
"Petrol-diesel attack, public helpless, Minister Irfan Ansari reached the House by driving a rickshaw, Shilpi Neha Tirkey was sitting - Jharkhand assembly budget session minister irfan ansari and shilpi neha tirkey rickshaw protest lpg crisis",0,Business
"Petrol Price 13 March: Oil companies across the country have released new rates of petrol and diesel, know whether oil has become expensive or cheap? - Oil companies across the country have released new rates for petrol and diesel.",1,Business
The Kingdom of Happiness bets on Bitcoin,1,Business
Indigo Pilot Ratio Lowest ; Rs 22 Cr Fine for Flight Ops Glitch,1,Business
"Sensex , Nifty fall over 1 pc as Brent Crude crosses $100",0,Business
"Opposition created ruckus in Parliament on LPG, Rahul Gandhi raised slogans, Lok Sabha adjourned",1,Business
Powering Resilience : India long - term energy strategy,1,Business
Energy policy success - The HinduBusinessLine,1,Policy
"Now your pockets will become looser! ECA implemented in India, know whether there is going to be a shock in petrol and diesel prices again? - iran israel war causes oil supply disruption eca implemented in india",1,Business
Sensex Nifty Fall 300 Points ; Auto Banking Shares Selloff,0,Finance
"Stock Market Live Today : Sensex Tanks Over 850 Points , Nifty Below 23 , 400 ; L & T , HDFC Bank Drags",1,Market
Fitch raises India GDP growth projection for FY26 to 7 . 5 %,1,Business
"Sensex crashes 3 , 600 points for the week US - Iran war , crude oil price surge , other key factors explained",1,Business
Does GDP matter in a crisis ?,0,Business
"Sensex , Nifty witness drop sharply amid oil shortage fears , Trump admin probe",0,Business
"After oil and gas, now a crisis looms over drinking water, water bottles can become expensive, know the reason - after oil and gas now a crisis looms over drinking water",0,Business
Is India heading to bear market amid Middle East chaos ? Nifty IT sees biggest fall since 2008,0,Market
"Market view: Rahu kaal is going on for the market, rise in oil prices can give a big shock to India - Nilesh Shah - market view Rahu kaal is going on for the market rise in oil prices can give a big shock to India Nilesh Shah",1,Market
Indian stock indices set to open lower in face of conflict in the Middle East; the worst week since 2024 looms,1,Market
"Energy shock wave quietly sweeps through Asia, Asian central banks may be forced to turn hawkish - CFi . CN China Finance Network",1,Finance
US Israel attack Iran : Centre claim of no significant West Asia war impact on India is wrong : Shiv Sena ( UBT ) in  Saamana,1,Business
"Even if the Iran-Israel war continues for a long time, this country will not run out of petrol; How much is the stock?",1,Market
India retail inflation edges up to 3 . 2 per cent in February,0,Economy
Central Banks Could Tilt Hawkish as Middle East Conflict Fuels Inflation Risks,0,Economy
"Ex-Chief Minister's son denied permission to attend meeting, government targeted over gas shortage and price hike, criticism of Modi's weak foreign policy, read what is happening in Maharashtra 5 events",1,Policy
"Rupee hits record low as oil risks , offshore dollar bids mount",1,Business
"Nifty Falls 170 Pts Amid Global Conflict ; Bank , Metal Stocks Dip",0,Market
Brent oil tops $100 again ! What is fuelling the crude rally ?,1,Business
India has started feeling the impact of War,1,Business
"Indian stock market : 10 things that changed overnight - Gift Nifty , US - Iran war , oil prices to global markets sell - off",1,Market
Indigo Pilot - Aircraft Ratio Lowest Among Domestic Airlines,1,Business
Is there a threat of hunger in the world because of the war with Iran?,1,Business
"Petrol , Diesel Price Today ( March 13 ): Check latest fuel rates in Delhi , Bengaluru , Mumbai & other cities as global oil tensions rise",1,Business
"Petrol , Diesel Prices Today , March 12 : Check City - Wise Rates In Delhi , Mumbai , Bengaluru And Other Major Indian Cities",1,Business
"Retail inflation increased in February 3. Reached 21 percent, prices of food items became the main reason",1,Economy
"LPG Crisis India | Russia Oil Deal , Silver Price Drop",0,Business
The only strait that can stop the world: Hormuz is closing and economies are falling to their knees,0,Business
Food prices could rise: Conflict in Iran disrupts supply chain,1,Business
"Stock market witnesses largest decline in 15 years, biggest loss since 2011, $533 billion lost - stock market witnesses largest decline 15 years",0,Market
This is just panic ; last jolt for FY26 : Vijay Kedia on long - term capital patience against current market jitters,1,Market
